Title,url,IMDB Score,Metacritic,Runtime (mins),Budget,Opening Weekend,Gross USA,Gross World,Release Date,Rating,Genres,Country
Spider-Man (2002),http://www.imdb.com/title/tt0145487/,7.3,73,121,"$139,000,000 ",114844116,407022860,825025036,3-May-02,PG-13,Action Adventure Sci-Fi,USA
Spider-Man 2 (2004),http://www.imdb.com/title/tt0316654/,7.3,83,127,"$200,000,000 ",88156227,373585825,788976453,30-Jun-04,PG-13,Action Adventure Sci-Fi,USA
The Matrix (1999),http://www.imdb.com/title/tt0133093/,8.7,73,136,"$63,000,000 ",27788331,171479930,465343787,31-Mar-99,R,Action Sci-Fi,USA
The Matrix Reloaded (2003),http://www.imdb.com/title/tt0234215/,7.2,62,138,"$150,000,000 ",91774413,281576461,741846459,15-May-03,R,Action Sci-Fi,USA
The Lord of the Rings: The Fellowship of the Ring (2001),http://www.imdb.com/title/tt0120737/,8.8,92,178,"$93,000,000 ",47211490,315544750,887832826,19-Dec-01,PG-13,Action Adventure Drama,New Zealand
The Lord of the Rings: The Two Towers (2002),http://www.imdb.com/title/tt0167261/,8.7,87,179,"$94,000,000 ",62007528,342551365,951208089,18-Dec-02,PG-13,Adventure Drama Fantasy,New Zealand
The Lord of the Rings: The Return of the King (2003),http://www.imdb.com/title/tt0167260/,8.9,94,201,"$94,000,000 ",72629713,377845905,1142219401,17-Dec-03,PG-13,Adventure Drama Fantasy,New Zealand
The Hobbit: An Unexpected Journey (2012),http://www.imdb.com/title/tt0903624/,7.8,58,169,"$180,000,000 ",84617303,303003568,1017003568,14-Dec-12,PG-13,Adventure Family Fantasy,New Zealand
The Hobbit: The Desolation of Smaug (2013),http://www.imdb.com/title/tt1170358/,7.8,66,161,"$225,000,000 ",73645197,258366855,958366855,13-Dec-13,PG-13,Adventure Fantasy,New Zealand
The Hobbit: The Battle of the Five Armies (2014),http://www.imdb.com/title/tt2310332/,7.4,59,144,"$250,000,000 ",54724334,255119788,956019788,17-Dec-14,PG-13,Adventure Fantasy,New Zealand
Back to the Future (1985),http://www.imdb.com/title/tt0088763/,8.5,87,116,"$19,000,000 ",11152500,211159762,391341971,3-Jul-85,PG,Adventure Comedy Sci-Fi,USA
Back to the Future Part II (1989),http://www.imdb.com/title/tt0096874/,7.8,57,108,"$40,000,000 ",27835125,119000002,338936043,22-Nov-89,PG,Adventure Comedy Sci-Fi,USA
Lethal Weapon (1987),http://www.imdb.com/title/tt0093409/,7.6,68,109,"$15,000,000 ",6829949,65207127,120207127,6-Mar-87,R,Action Crime Thriller,USA
Lethal Weapon 2 (1989),http://www.imdb.com/title/tt0097733/,7.2,70,114,"$28,000,000 ",20388800,147253986,227853986,7-Jul-89,R,Action Crime Thriller,USA
Lethal Weapon 3 (1992),http://www.imdb.com/title/tt0104714/,6.7,40,118,"$35,000,000 ",33243086,144731527,321731527,15-May-92,R,Action Crime Thriller,USA
Lethal Weapon 4 (1998),http://www.imdb.com/title/tt0122151/,6.6,37,127,"$140,000,000 ",34048124,130444603,285444603,10-Jul-98,R,Action Crime Thriller,USA
Die Hard (1988),http://www.imdb.com/title/tt0095016/,8.2,72,132,"$28,000,000 ",601851,83519093,141482154,20-Jul-88,R,Action Thriller,USA
Die Hard 2 (1990),http://www.imdb.com/title/tt0099423/,7.2,67,124,"$70,000,000 ",21744661,117540947,240247433,3-Jul-90,R,Action Thriller,USA
Die Hard with a Vengeance (1995),http://www.imdb.com/title/tt0112864/,7.6,58,128,"$90,000,000 ",22162245,100012499,366236538,19-May-95,R,Action Adventure Thriller,USA
Live Free or Die Hard (2007),http://www.imdb.com/title/tt0337978/,7.1,69,128,"$110,000,000 ",33369559,134529403,388156011,27-Jun-07,PG-13,Action Thriller,USA
Mad Max (1979),http://www.imdb.com/title/tt0079501/,6.9,73,88,"$300,000 ",None,8750000,8771757,21-Mar-80,R,Action Adventure Sci-Fi,Australia
Mad Max 2: The Road Warrior (1981),http://www.imdb.com/title/tt0082694/,7.6,77,96,"$3,000,000 ",2527864,23667907,23667907,21-May-82,R,Action Adventure Sci-Fi,Australia
Mad Max Beyond Thunderdome (1985),http://www.imdb.com/title/tt0089530/,6.3,71,107,"$10,000,000 ",7283714,36230219,36230219,10-Jul-85,PG-13,Action Adventure Sci-Fi,Australia
Mad Max: Fury Road (2015),https://www.imdb.com/title/tt1392190/,8.1,90,120,"$150,000,000 ",45428128,154058340,375209362,15-May-15,R,Action Adventure Sci-Fi,Australia
Rocky (1976),http://www.imdb.com/title/tt0075148/,8.1,70,120,"$960,000 ",None,117235147,117235147,3-Dec-76,PG,Drama Sport,USA
Rocky II (1979),http://www.imdb.com/title/tt0079817/,7.3,61,119,"$7,000,000 ",6390537,85182160,85182160,15-Jun-79,PG,Drama Sport,USA
Rocky III (1982),http://www.imdb.com/title/tt0084602/,6.8,57,99,"$17,000,000 ",12431486,125049125,125049125,28-May-82,PG,Drama Sport,USA
Rocky IV (1985),http://www.imdb.com/title/tt0089927/,6.9,40,91,"$30,000,000 ",19991537,127873716,300473716,27-Nov-85,PG,Drama Sport,USA
Rocky V (1990),http://www.imdb.com/title/tt0100507/,5.3,55,104,"$42,000,000 ",14073170,40946358,119946358,16-Nov-90,PG-13,Drama Sport,USA
Rocky Balboa (2006),http://www.imdb.com/title/tt0479143/,7.1,63,102,"$24,000,000 ",12158168,70270943,155929020,20-Dec-06,PG,Action Drama Sport,USA
First Blood (1982),http://www.imdb.com/title/tt0083944/,7.7,61,93,"$15,000,000 ",6642005,47212904,125212904,22-Oct-82,R,Action Adventure,USA
Rambo: First Blood Part II (1985),http://www.imdb.com/title/tt0089880/,6.5,47,96,"$44,000,000 ",20176217,150415432,300400432,22-May-85,R,Action Adventure Thriller,USA
Rambo III (1988),http://www.imdb.com/title/tt0095956/,5.8,36,102,"$63,000,000 ",13034238,53715611,189015611,25-May-88,R,Action Adventure,USA
Rambo (2008),http://www.imdb.com/title/tt0462499/,7,46,92,"$50,000,000 ",18203876,42754105,113244290,25-Jan-08,R,Action Thriller War,Germany
The Terminator (1984),http://www.imdb.com/title/tt0088247/,8,84,107,"$6,400,000 ",4020663,38371200,78475971,26-Oct-84,R,Action Sci-Fi,UK
Terminator 2: Judgment Day (1991),http://www.imdb.com/title/tt0103064/,8.5,75,137,"$102,000,000 ",31765506,205881154,520884847,3-Jul-91,R,Action Sci-Fi,USA
Terminator 3: Rise of the Machines (2003),http://www.imdb.com/title/tt0181852/,6.3,66,109,"$200,000,000 ",44041440,150371112,433371112,2-Jul-03,R,Action Sci-Fi,USA
Terminator Salvation (2009),https://www.imdb.com/title/tt1340138/,6.5,49,115,"$200,000,000 ",42558390,125322469,371353001,21-May-09,PG-13,Action Adventure Sci-Fi,USA
Terminator Genisys (2015),https://www.imdb.com/title/tt6450804/,6.4,38,126,"$155,000,000 ",27018486,89760956,440603537,1-Jul-15,PG-13,Action Adventure Sci-Fi,USA
Terminator: Dark Fate (2019),https://www.imdb.com/title/tt6450804/,6.3,54,128,"$185,000,000 ",29033832,62253077,261119292,1-Nov-19,R,Action Adventure Sci-Fi,China
RoboCop (1987),http://www.imdb.com/title/tt0093870/,7.5,67,102,"$13,000,000 ",8008721,53424681,53424681,17-Jul-87,R,Action Crime Sci-Fi,USA
RoboCop 2 (1990),http://www.imdb.com/title/tt0100502/,5.8,42,117,"$25,000,000 ",14145411,45681173,45681173,22-Jun-90,R,Action Crime Sci-Fi,USA
X-Men (2000),http://www.imdb.com/title/tt0120903/,7.4,64,104,"$75,000,000 ",54471475,157299718,296339528,14-Jul-00,PG-13,Action Adventure Sci-Fi,USA
X2: X-Men United (2003),http://www.imdb.com/title/tt0290334/,7.4,68,134,"$110,000,000 ",85558731,214949694,407711549,2-May-03,PG-13,Action Sci-Fi Thriller,Canada
X-Men: The Last Stand (2006),http://www.imdb.com/title/tt0376994/,6.7,58,104,"$210,000,000 ",102750665,234362462,460435291,26-May-06,PG-13,Action Adventure Sci-Fi,Canada
X: First Class (2011),http://www.imdb.com/title/tt1270798/,7.7,65,131,"$160,000,000 ",55101604,146408305,352616690,3-Jun-11,PG-13,Action Adventure Sci-Fi,USA
X-Men: Days of Future Past (2014),http://www.imdb.com/title/tt1877832/,8,75,132,"$200,000,000 ",90823660,233921534,746045700,23-May-14,PG-13,Action Adventure Sci-Fi,USA
X-Men: Apocalypse (2016),https://www.imdb.com/title/tt3385516/,6.9,52,144,"$178,000,000 ",65769562,155442489,543934105,27-May-16,PG-13,Action Adventure Sci-Fi,USA
X-Men Origins: Wolverine (2009),http://www.imdb.com/title/tt0458525/,6.6,40,107,"$150,000,000 ",85058003,179883157,373062864,1-May-09,PG-13,Action Adventure Sci-Fi,USA
The Wolverine (2013),http://www.imdb.com/title/tt1430132/,6.7,61,126,"$120,000,000 ",53113752,132556852,414828246,26-Jul-13,PG-13,Action Adventure Sci-Fi,USA
The Fast and the Furious (2001),http://www.imdb.com/title/tt0232500/,6.8,58,106,"$38,000,000 ",40089015,144533925,214463726,22-Jun-01,PG-13,Action Crime Thriller,USA
2 Fast 2 Furious (2003),http://www.imdb.com/title/tt0322259/,5.9,38,107,"$76,000,000 ",50472480,127154901,236350661,6-Jun-03,PG-13,Action Crime Thriller,USA
The Fast and the Furious: Tokyo Drift (2006),http://www.imdb.com/title/tt0463985/,6,45,104,"$85,000,000 ",23973840,62514415,158964610,16-Jun-06,PG-13,Action Crime Thriller,USA
Fast & Furious (2009),http://www.imdb.com/title/tt1013752/,6.6,46,107,"$85,000,000 ",70950500,155064265,360364265,3-Apr-09,PG-13,Action Thriller,USA
Fast Five (2011),http://www.imdb.com/title/tt1596343/,7.3,66,130,"$125,000,000 ",86198765,209837675,626137675,29-Apr-11,PG-13,Action Adventure Crime,USA
Furious 6 (2013),http://www.imdb.com/title/tt1905041/,7.1,61,130,"$160,000,000 ",97375245,238679850,788679850,24-May-13,PG-13,Action Adventure Thriller,USA
Furious 7 (2015),http://www.imdb.com/title/tt2820852/,7.1,67,137,"$190,000,000 ",147187040,353007020,1515047671,3-Apr-15,PG-13,Action Adventure Thriller,USA
The Fate of the Furious (2017),https://www.imdb.com/title/tt4630562/,6.7,56,136,"$250,000,000 ",98786705,226008385,1236005118,14-Apr-17,PG-13,Action Adventure Crime,China
xXx (2002),http://www.imdb.com/title/tt0295701/,5.9,48,124,"$70,000,000 ",44506103,142109382,277448382,9-Aug-02,PG-13,Action Adventure Thriller,USA
xXx: State of the Union (2005),http://www.imdb.com/title/tt0329774/,4.4,37,101,"$113,000,000 ",12712272,26873932,71022693,29-Apr-05,PG-13,Action Adventure Crime,USA
Pitch Black (2000),http://www.imdb.com/title/tt0134847/,7.1,49,109,"$23,000,000 ",11577688,39240659,53187659,18-Feb-00,R,Action Horror Sci-Fi,USA
The Chronicles of Riddick (2004),http://www.imdb.com/title/tt0296572/,6.7,38,119,"$105,000,000 ",24289165,57761012,115900534,11-Jun-04,R,Action Adventure Sci-Fi,USA
The Transporter (2002),http://www.imdb.com/title/tt0293662/,6.8,51,92,"$21,000,000 ",9107816,25296447,43928932,11-Oct-02,PG-13,Action Crime Thriller,France
Transporter 2 (2005),http://www.imdb.com/title/tt0388482/,6.3,56,87,"$32,000,000 ",16540720,43095856,89083229,2-Sep-05,PG-13,Action Thriller,France
Transporter 3 (2008),http://www.imdb.com/title/tt1129442/,6.1,51,104,"$30,000,000 ",12063452,31715062,108979549,26-Nov-08,PG-13,Action Thriller,France
The Transporter Refueled (2015),https://www.imdb.com/title/tt2938956/,5.2,32,96,"$25,000,000 ",7355622,16029670,72629670,4-Sep-15,PG-13,Action Adventure Thriller,France
Crank (2006),http://www.imdb.com/title/tt0479884/,6.9,57,88,"$12,000,000 ",10457367,27838408,42931041,1-Sep-06,R,Action Crime Thriller,USA
Crank: High Voltage (2009),http://www.imdb.com/title/tt1121931/,6.2,41,96,"$20,000,000 ",6963565,13684249,34572541,17-Apr-09,R,Action Thriller,USA
Alien (1979),http://www.imdb.com/title/tt0078748/,8.4,89,117,"$11,000,000 ",3527881,81765459,108283202,22-Jun-79,R,Horror Sci-Fi,UK
Aliens (1986),http://www.imdb.com/title/tt0090605/,8.3,84,137,"$18,500,000 ",10052042,85160248,131335326,18-Jul-86,R,Action Adventure Sci-Fi,USA
Alien 3 (1992),http://www.imdb.com/title/tt0103644/,6.5,59,114,"$50,000,000 ",19449867,55473545,159814498,22-May-92,R,Action Horror Sci-Fi,USA
Alien: Resurrection (1997),http://www.imdb.com/title/tt0118583/,6.2,63,109,"$75,000,000 ",16474092,47795658,161376069,26-Nov-97,R,Action Horror Sci-Fi,USA
Alien vs. Predator (2004),http://www.imdb.com/title/tt0370263/,5.6,29,101,"$60,000,000 ",38291056,80282231,177427090,13-Aug-04,PG-13,Action Adventure Horror,USA
Aliens vs. Predator: Requiem (2007),http://www.imdb.com/title/tt0758730/,4.7,29,94,"$40,000,000 ",10059425,41797066,130290885,25-Dec-07,R,Action Horror Sci-Fi,USA
Predator (1987),http://www.imdb.com/title/tt0093773/,7.8,45,107,"$15,000,000 ",12031638,59735548,98399956,12-Jun-87,R,Action Adventure Sci-Fi,USA
Predator 2 (1990),http://www.imdb.com/title/tt0100403/,6.3,46,108,"$35,000,000 ",8784943,30669413,57120318,21-Nov-90,R,Action Horror Sci-Fi,USA
Predators (2010),http://www.imdb.com/title/tt1424381/,6.4,51,107,"$40,000,000 ",24760882,52000688,127233108,9-Jul-10,R,Action Adventure Sci-Fi,USA
The Predator (2018),https://www.imdb.com/title/tt3829266/,5.4,48,107,"$88,000,000 ",24632284,51024708,160542134,14-Sep-18,R,Action Adventure Sci-Fi,USA
The Evil Dead (1981),http://www.imdb.com/title/tt0083907/,7.5,71,85,"$350,000 ",None,2400000,2893091,15-Apr-83,NC-17,Horror,USA
Evil Dead II (1987),http://www.imdb.com/title/tt0092991/,7.8,69,84,"$3,600,000 ",807260,5923044,5923044,13-Mar-87,R,Comedy Horror,USA
Saw (2004),http://www.imdb.com/title/tt0387564/,7.6,46,103,"$1,200,000 ",18276468,56000369,103911669,29-Oct-04,R,Horror Mystery,USA
Saw II (2005),http://www.imdb.com/title/tt0432348/,6.6,40,93,"$4,000,000 ",31725652,87039965,147748505,28-Oct-05,R,Horror Mystery,USA
Saw III (2006),http://www.imdb.com/title/tt0489270/,6.2,48,108,"$10,000,000 ",33610391,80238724,164874275,27-Oct-06,R,Horror Mystery Thriller,USA
Saw IV (2007),http://www.imdb.com/title/tt0890870/,5.9,36,93,"$10,000,000 ",31756764,63300095,139352633,26-Oct-07,R,Horror Mystery Thriller,USA
Saw V (2008),http://www.imdb.com/title/tt1132626/,5.8,20,92,"$10,800,000 ",30053954,56746769,113864059,24-Oct-08,R,Horror Mystery,USA
Saw VI (2009),http://www.imdb.com/title/tt1233227/,6,30,90,"$11,000,000 ",14118444,27693292,68234154,23-Oct-09,R,Fantasy Horror Mystery,Canada
Species (1995),http://www.imdb.com/title/tt0114508/,5.8,49,108,"$35,000,000 ",17161943,60074103,113374103,7-Jul-95,R,Action Horror Sci-Fi,USA
Species II (1998),http://www.imdb.com/title/tt0120841/,4.4,19,93,"$35,000,000 ",7274008,19221939,19221939,10-Apr-98,R,Action Horror Sci-Fi,USA
Scream (1996),http://www.imdb.com/title/tt0117571/,7.2,65,111,"$14,000,000 ",6354586,103046663,173046663,20-Dec-96,R,Horror Mystery,USA
Scream 2 (1997),http://www.imdb.com/title/tt0120082/,6.2,63,120,"$24,000,000 ",32926342,101363301,172363301,12-Dec-97,R,Horror Mystery,USA
Scream 3 (2000),http://www.imdb.com/title/tt0134084/,5.6,56,116,"$40,000,000 ",34713342,89143175,161834276,4-Feb-00,R,Horror Mystery,USA
Scream 4 (2011),http://www.imdb.com/title/tt1262416/,6.1,52,111,"$40,000,000 ",18692090,38180928,97231420,15-Apr-11,R,Horror Mystery,USA
Final Destination (2000),http://www.imdb.com/title/tt0195714/,6.7,36,98,"$23,000,000 ",10015822,53331147,112880294,17-Mar-00,R,Horror Thriller,USA
Final Destination 2 (2003),http://www.imdb.com/title/tt0309593/,6.2,38,90,"$26,000,000 ",16200000,46961214,90941129,31-Jan-03,R,Horror Thriller,USA
Final Destination 3 (2006),http://www.imdb.com/title/tt0414982/,5.8,41,93,"$25,000,000 ",20125000,54098051,118890272,10-Feb-06,R,Fantasy Horror Thriller,USA
The Final Destination (2009),http://www.imdb.com/title/tt1144884/,5.2,30,82,"$40,000,000 ",27408309,66477700,186167139,28-Aug-09,R,Fantasy Horror Thriller,USA
Underworld (2003),http://www.imdb.com/title/tt0320691/,7,42,121,"$22,000,000 ",21753759,51970690,95708457,19-Sep-03,R,Action Fantasy Thriller,USA
Underworld: Evolution (2006),http://www.imdb.com/title/tt0401855/,6.7,36,106,"$50,000,000 ",26857181,62318875,111476513,20-Jan-06,R,Action Fantasy Thriller,USA
Underworld: Rise of the Lycans (2009),http://www.imdb.com/title/tt0834001/,6.6,44,92,"$35,000,000 ",20828511,45802315,92158961,23-Jan-09,R,Action Fantasy Thriller,USA
Underworld Awakening (2012),http://www.imdb.com/title/tt1496025/,6.4,39,88,"$70,000,000 ",25306725,62321039,160112671,20-Jan-12,R,Action Fantasy Horror,USA
Transformers (2007),http://www.imdb.com/title/tt0418279/,7,61,144,"$150,000,000 ",70502384,319246193,709709780,3-Jul-07,PG-13,Action Adventure Sci-Fi,USA
Transformers: Revenge of the Fallen (2009),http://www.imdb.com/title/tt1055369/,6,35,149,"$200,000,000 ",108966307,402111870,836303693,24-Jun-09,PG-13,Action Adventure Sci-Fi,USA
Transformers: Dark of the Moon (2011),http://www.imdb.com/title/tt1399103/,6.2,42,154,"$195,000,000 ",97852865,352390543,1123794079,29-Jun-11,PG-13,Action Adventure Sci-Fi,USA
Transformers: Age of Extinction (2014),https://www.imdb.com/title/tt2109248/,5.6,32,165,"$210,000,000 ",100038390,245439076,1104054072,27-Jun-14,PG-13,Action Adventure Sci-Fi,USA
Transformers: The Last Knight (2017),https://www.imdb.com/title/tt3371366/,5.2,27,154,"$217,000,000 ",44680073,130168683,605425157,21-Jun-17,PG-13,Action Adventure Sci-Fi,USA
Bumblebee (2018),https://www.imdb.com/title/tt4701182/,6.8,66,114,"$135,000,000 ",21654047,127195589,467989645,21-Dec-18,PG-13,Action Adventure Sci-Fi,China
American Pie (1999),http://www.imdb.com/title/tt0163651/,7,58,95,"$11,000,000 ",18709680,102561004,235483004,9-Jul-99,R,Comedy,USA
American Pie 2 (2001),http://www.imdb.com/title/tt0252866/,6.4,43,108,"$30,000,000 ",45117985,145103595,287553595,10-Aug-01,R,Comedy,USA
American Wedding (2003),http://www.imdb.com/title/tt0328828/,6.3,43,96,"$55,000,000 ",33369440,104565114,232722935,1-Aug-03,R,Comedy,USA
American Reunion (2012),https://www.imdb.com/title/tt1605630/,6.7,49,113,"$50,000,000 ",21514080,57011521,234989584,8-Apr-12,R,Comedy,USA
Fantastic Four (2005),http://www.imdb.com/title/tt0120667/,5.7,40,106,"$100,000,000 ",56061504,154696080,333535934,8-Jul-05,PG-13,Action Adventure Family,USA
Fantastic Four: Rise of the Silver Surfer (2007),http://www.imdb.com/title/tt0486576/,5.6,45,92,"$130,000,000 ",58051684,131921738,301913131,15-Jun-07,PG,Action Adventure Family,USA
Hulk (2003),http://www.imdb.com/title/tt0286716/,5.6,54,138,"$137,000,000 ",62128420,132177234,245285165,20-Jun-03,PG-13,Action Sci-Fi,USA
The Incredible Hulk (2008),http://www.imdb.com/title/tt0800080/,6.7,61,112,"$150,000,000 ",55414050,134806913,264770996,13-Jun-08,PG-13,Action Adventure Sci-Fi,USA
Superman (1978),http://www.imdb.com/title/tt0078346/,7.3,80,143,"$55,000,000 ",7465343,134451603,300451603,15-Dec-78,PG,Action Adventure Drama,USA
Superman II (1980),http://www.imdb.com/title/tt0081573/,6.8,83,127,"$54,000,000 ",14100523,108185706,108185706,19-Jun-81,PG,Action Adventure Sci-Fi,USA
Superman III (1983),http://www.imdb.com/title/tt0086393/,5,44,125,"$39,000,000 ",13352357,59950623,59950623,17-Jun-83,PG,Action Adventure Comedy,UK
Superman IV: The Quest for Peace (1987),http://www.imdb.com/title/tt0094074/,3.7,24,90,"$17,000,000 ",5683122,15681020,15681020,24-Jul-87,PG,Action Adventure Family,UK
Urban Legend (1998),https://www.imdb.com/title/tt0146336/,5.6,35,99,"$14,000,000 ",10515444,38072438,72527595,25-Sep-98,R,Horror Mystery Thriller,USA
Urban Legends: Final Cut (2000),https://www.imdb.com/title/tt0192731/,4.3,16,97,"$14,000,000 ",8505513,21468807,38574362,22-Sep-00,R,Horror Mystery Thriller,USA
The Punisher (2004),http://www.imdb.com/title/tt0330793/,6.4,33,124,"$33,000,000 ",14000000,33810189,54700105,16-Apr-04,R,Action Crime Drama,USA
Punisher: War Zone (2008),http://www.imdb.com/title/tt0450314/,5.9,30,103,"$35,000,000 ",4271451,8050977,10161493,5-Dec-08,R,Action Crime Drama,USA
Batman (1989),http://www.imdb.com/title/tt0096895/,7.5,69,126,"$35,000,000 ",40489746,251348343,411556825,23-Jun-89,PG-13,Action Adventure,USA
Batman Returns (1992),http://www.imdb.com/title/tt0103776/,7,68,126,"$80,000,000 ",45687711,162902340,266903053,19-Jun-92,PG-13,Action Crime Fantasy,USA
Batman Forever (1995),http://www.imdb.com/title/tt0112462/,5.4,51,121,"$100,000,000 ",52784433,184069126,336567531,16-Jun-95,PG-13,Action Adventure,USA
Batman & Robin (1997),http://www.imdb.com/title/tt0118688/,3.7,28,125,"$125,000,000 ",42872605,107353792,238235915,20-Jun-97,PG-13,Action Sci-Fi,USA
Batman Begins (2005),http://www.imdb.com/title/tt0372784/,8.2,70,140,"$150,000,000 ",48745440,206852432,373465751,15-Jun-05,PG-13,Action Adventure,USA
The Dark Knight (2008),http://www.imdb.com/title/tt0468569/,9,84,152,"$185,000,000 ",158411483,535234033,1005013644,18-Jul-08,PG-13,Action Crime Drama,USA
Hellboy (2004),http://www.imdb.com/title/tt0167190/,6.8,72,122,"$66,000,000 ",23172440,59623958,99378985,2-Apr-04,PG-13,Action Fantasy Horror,USA
Hellboy II: The Golden Army (2008),http://www.imdb.com/title/tt0411477/,7,78,120,"$85,000,000 ",34539115,75986503,168319243,11-Jul-08,PG-13,Action Adventure Fantasy,USA
Blade (1998),http://www.imdb.com/title/tt0120611/,7.1,45,120,"$45,000,000 ",17073856,70087718,131183530,21-Aug-98,R,Action Horror Sci-Fi,USA
Blade II (2002),http://www.imdb.com/title/tt0187738/,6.7,52,117,"$54,000,000 ",32528016,82348319,155010032,22-Mar-02,R,Action Fantasy Horror,Germany
Daredevil (2003),http://www.imdb.com/title/tt0287978/,5.3,42,103,"$78,000,000 ",40310419,102543518,179179718,14-Feb-03,PG-13,Action Crime,USA
Elektra (2005),http://www.imdb.com/title/tt0357277/,4.7,34,97,"$43,000,000 ",12804793,24409722,56995646,14-Jan-05,PG-13,Action Adventure Crime,Canada
The Crow (1994),http://www.imdb.com/title/tt0109506/,7.6,71,102,"$23,000,000 ",11774332,50693129,50693129,13-May-94,R,Action Drama Fantasy,USA
The Crow: City of Angels (1996),http://www.imdb.com/title/tt0115986/,4.7,None,84,"$13,000,000 ",9785111,17917287,17917287,30-Aug-96,R,Action Crime Fantasy,USA
Men in Black (1997),http://www.imdb.com/title/tt0119654/,7.3,71,98,"$90,000,000 ",51068455,250690539,589390539,2-Jul-97,PG-13,Action Adventure Comedy,USA
Men in Black II (2002),http://www.imdb.com/title/tt0120912/,6.2,49,88,"$140,000,000 ",52148751,193735288,445135288,3-Jul-02,PG-13,Action Adventure Comedy,USA
Men in Black 3 (2012),http://www.imdb.com/title/tt1409024/,6.8,58,106,"$225,000,000 ",54592779,179020854,624026776,25-May-12,PG-13,Action Adventure Comedy,USA
Men in Black: International (2019),https://www.imdb.com/title/tt2283336/,5.6,38,114,"$110,000,000 ",30035838,80001807,253890701,14-Jun-19,PG-13,Action Adventure Comedy,China
Resident Evil (2002),http://www.imdb.com/title/tt0120804/,6.7,33,100,"$33,000,000 ",17707106,40119709,102984862,15-Mar-02,R,Action Horror Sci-Fi,UK
Resident Evil: Apocalypse (2004),http://www.imdb.com/title/tt0318627/,6.2,35,94,"$45,000,000 ",23036273,51201453,129342769,10-Sep-04,R,Action Horror Sci-Fi,Germany
Resident Evil: Extinction (2007),http://www.imdb.com/title/tt0432021/,6.3,41,94,"$45,000,000 ",23678580,50648679,147717833,21-Sep-07,R,Action Horror Sci-Fi,France
Resident Evil: Afterlife (2010),http://www.imdb.com/title/tt1220634/,5.8,37,96,"$60,000,000 ",26650264,60128566,300228084,10-Sep-10,R,Action Adventure Horror,Germany
Resident Evil: Retribution (2012),http://www.imdb.com/title/tt1855325/,5.4,39,95,"$65,000,000 ",21052227,42345531,240159255,14-Sep-12,R,Action Horror Sci-Fi,Germany
Resident Evil: Final Chapter (2016),https://www.imdb.com/title/tt2592614/,5.5,49,107,"$40,000,000 ",13601682,26830068,312242626,29-Jan-17,R,Action Horror Sci-Fi,USA
Spy Kids (2001),http://www.imdb.com/title/tt0227538/,5.5,71,88,"$35,000,000 ",26546881,112719001,147934180,30-Mar-01,PG,Action Adventure Comedy,USA
Spy Kids 2: Island of Lost Dreams (2002),http://www.imdb.com/title/tt0287717/,5.1,66,100,"$38,000,000 ",16711716,85846429,119723358,7-Aug-02,PG,Action Adventure Comedy,USA
Spy Kids 3-D: Game Over (2003),http://www.imdb.com/title/tt0338459/,4.3,57,84,"$38,000,000 ",32500000,111761982,197101678,25-Jul-03,PG,Action Adventure Comedy,USA
Spy Kids 4: All the Time in the World (2011),http://www.imdb.com/title/tt1517489/,3.5,37,89,"$27,000,000 ",11644672,38538188,85564310,19-Aug-11,PG,Action Adventure Comedy,USA
I Know What You Did Last Summer (1997),http://www.imdb.com/title/tt0119345/,5.7,52,101,"$17,000,000 ",15818645,72586134,125586134,17-Oct-97,R,Horror Mystery,USA
I Still Know What You Did Last Summer (1998),http://www.imdb.com/title/tt0130018/,4.7,21,100,"$65,000,000 ",16520038,40002112,40002112,13-Nov-98,R,Horror Mystery,USA
Garfield (2004),http://www.imdb.com/title/tt0356634/,5,27,80,"$50,000,000 ",21727611,75369589,203172417,11-Jun-04,PG,Animation Comedy Family,USA
Garfield: A Tail of Two Kitties (2006),http://www.imdb.com/title/tt0455499/,5,37,82,"$60,000,000 ",7288977,28426747,143325970,16-Jun-06,PG,Animation Adventure Comedy,UK
Iron Man (2008),http://www.imdb.com/title/tt0371746/,7.9,79,126,"$140,000,000 ",98618668,318604126,585366247,2-May-08,PG-13,Action Adventure Sci-Fi,USA
Iron Man 2 (2010),http://www.imdb.com/title/tt1228705/,7,57,124,"$200,000,000 ",128122480,312433331,623933331,7-May-10,PG-13,Action Adventure Sci-Fi,USA
Shrek (2001),http://www.imdb.com/title/tt0126029/,7.8,84,90,"$60,000,000 ",42347760,267665011,487853320,18-May-01,PG,Animation Adventure Comedy,USA
Shrek 2 (2004),http://www.imdb.com/title/tt0298148/,7.2,75,93,"$150,000,000 ",108037878,441226247,928760770,19-May-04,PG,Animation Adventure Comedy,USA
Shrek the Third (2007),http://www.imdb.com/title/tt0413267/,6.1,58,93,"$160,000,000 ",121629270,322719944,813367380,18-May-07,PG,Animation Adventure Comedy,USA
Shrek Forever After (2010),http://www.imdb.com/title/tt0892791/,6.3,58,93,"$165,000,000 ",70838207,238736787,752600867,21-May-10,PG,Animation Adventure Comedy,USA
Jurassic Park (1993),http://www.imdb.com/title/tt0107290/,8.1,68,127,"$63,000,000 ",47026828,402828120,1032020521,11-Jun-93,PG-13,Action Adventure Sci-Fi,USA
The Lost World: Jurassic Park (1997),http://www.imdb.com/title/tt0119567/,6.6,59,129,"$73,000,000 ",72132785,229086679,618638999,23-May-97,PG-13,Action Adventure Sci-Fi,USA
