,Title,url,IMDB Score,Metacritic,Runtime (mins),Budget,Opening Weekend,Gross USA,Gross World,Release Date,Rating,Genres,Country
616,Piranha 3D (2010),http://www.imdb.com/title/tt0464154/,5.4,53.0,88,24000000.0,10106872.0,25003155.0,83188165.0,2010-08-20,R,Comedy Horror,USA
618,The Hills Have Eyes (2006),http://www.imdb.com/title/tt0454841/,6.4,52.0,107,15000000.0,15708512.0,41778863.0,70008952.0,2006-03-10,R,Horror Thriller,USA
620,The Collector (2009),http://www.imdb.com/title/tt0844479/,6.4,29.0,90,6000000.0,3576296.0,7712114.0,10234475.0,2009-07-31,R,Action Crime Horror,USA
622,The Hills Have Eyes (1977),http://www.imdb.com/title/tt0077681/,6.3,64.0,90,230000.0,,,25000000.0,1977-07-22,R,Horror Thriller,USA
624,The Mechanic (2011),http://www.imdb.com/title/tt0472399/,6.6,49.0,93,40000000.0,11422006.0,29121498.0,76130093.0,2011-01-28,R,Action Thriller,USA
626,Ted (2012),http://www.imdb.com/title/tt1637725/,6.9,62.0,106,50000000.0,54415205.0,218815487.0,549368315.0,2012-06-29,R,Comedy,USA
628,Poltergeist (1982),http://www.imdb.com/title/tt0084516/,7.3,79.0,114,10700000.0,6896612.0,77142388.0,77142388.0,1982-06-04,PG,Horror Thriller,USA
630,Clerks (1994),http://www.imdb.com/title/tt0109445/,7.7,70.0,92,27000.0,31665.0,3151130.0,3151130.0,1994-11-09,R,Comedy,USA
632,The Raid: Redemption (2011),http://www.imdb.com/title/tt1899353/,7.6,73.0,101,1100000.0,213785.0,4105187.0,9148519.0,2012-04-13,R,Action Thriller,Indonesia
634,Blair Witch Project,https://www.imdb.com/title/tt0185937/,6.5,81.0,81,60000.0,1512054.0,140539099.0,248639099.0,1999-07-18,R,Adventure Fantasy Horror,USA
636,Wall Street (1987),http://www.imdb.com/title/tt0094291/,7.4,56.0,126,15000000.0,4104611.0,43848069.0,43848069.0,1987-12-11,R,Crime Drama,USA
638,A Fistful of Dollars (1964),http://www.imdb.com/title/tt0058461/,8.0,65.0,99,200000.0,,14500000.0,14516248.0,2067-01-18,R,Action Drama Western,Italy
640,Young Guns (1988),http://www.imdb.com/title/tt0096487/,6.9,50.0,107,13000000.0,7011393.0,45661556.0,45661556.0,1988-08-12,R,Action Western,USA
642,Finding Nemo (2003),http://www.imdb.com/title/tt0266543/,8.1,90.0,100,94000000.0,70251710.0,380843261.0,962858906.0,2003-05-30,G,Animation Adventure Comedy,USA
644,Bad Lieutenant (1992),http://www.imdb.com/title/tt0103759/,7.1,70.0,96,1000000.0,47454.0,2000022.0,2038916.0,1992-12-17,NC-17,Crime Drama Thriller,USA
646,Taken (2008),http://www.imdb.com/title/tt0936501/,7.8,51.0,90,25000000.0,24717037.0,145000989.0,226837760.0,2009-01-30,PG-13,Action Thriller,France
648,Cloverfield (2008),http://www.imdb.com/title/tt1060277/,7.0,64.0,85,25000000.0,40058229.0,80048433.0,172394180.0,2008-01-18,PG-13,Action Adventure Horror,USA
650,Olympus Has Fallen (2013),http://www.imdb.com/title/tt2302755/,6.5,41.0,119,70000000.0,30373794.0,98925640.0,170270201.0,2013-03-22,R,Action Thriller,USA
652,My Big Fat Greek Wedding (2002),http://www.imdb.com/title/tt0259446/,6.5,62.0,95,5000000.0,597362.0,241438208.0,368744044.0,2002-08-02,PG,Comedy Drama Romance,Canada
654,Man of Steel (2013),http://www.imdb.com/title/tt0770828/,7.0,55.0,143,225000000.0,116619362.0,291045518.0,668045518.0,2013-06-14,PG-13,Action Adventure Sci-Fi,USA
656,The Avengers (2012),http://www.imdb.com/title/tt0848228/,8.0,69.0,143,220000000.0,207438708.0,623357910.0,1518812988.0,2012-05-04,PG-13,Action Adventure Sci-Fi,USA
658,Avengers: Infinity War (2018),http://www.imdb.com/title/tt4154756/,8.4,68.0,149,321000000.0,257698183.0,678815482.0,2048359754.0,2018-04-27,PG-13,Action Adventure Sci-Fi,USA
660,Thor (2011),http://www.imdb.com/title/tt0800369/,7.0,57.0,115,150000000.0,65723338.0,181030624.0,449326618.0,2011-05-06,PG-13,Action Adventure Fantasy,USA
662,Captain America: The First Avenger (2011),http://www.imdb.com/title/tt0458339/,6.9,66.0,124,140000000.0,65058524.0,176654505.0,370569774.0,2011-07-22,PG-13,Action Adventure Sci-Fi,USA
664,Deadpool (2016),http://www.imdb.com/title/tt1431045/,8.0,65.0,108,58000000.0,132434639.0,363070709.0,782612155.0,2016-02-12,R,Action Adventure Comedy,USA
666,The Purge (2013),http://www.imdb.com/title/tt2184339/,5.7,41.0,85,3000000.0,34058360.0,64473115.0,89328627.0,2013-06-07,R,Horror Thriller,USA
668,Zoolander (2001),http://www.imdb.com/title/tt0196229/,6.5,61.0,90,28000000.0,15525043.0,45172250.0,60780981.0,2001-09-28,PG-13,Comedy,Germany
670,Alice in Wonderland (2010),http://www.imdb.com/title/tt1014759/,6.4,53.0,108,200000000.0,116101023.0,334191110.0,1025467110.0,2010-03-05,PG,Adventure Family Fantasy,USA
672,Independence Day (1996),http://www.imdb.com/title/tt0116629/,7.0,59.0,145,75000000.0,50228264.0,306169268.0,817400891.0,1996-07-03,PG-13,Action Adventure Sci-Fi,USA
674,Unbreakable (2000),http://www.imdb.com/title/tt0217869/,7.3,62.0,106,75000000.0,30330771.0,95011339.0,248118121.0,2000-11-22,PG-13,Drama Mystery Sci-Fi,USA
676,The Hustler (1961),http://www.imdb.com/title/tt0054997/,8.0,90.0,134,2150000.0,,,7600000.0,2061-09-25,R,Drama Sport,USA
678,Trainspotting (1996),http://www.imdb.com/title/tt0117951/,8.1,83.0,93,3500000.0,262673.0,16491080.0,16593356.0,1996-08-09,R,Drama,UK
680,Blade Runner (1982),http://www.imdb.com/title/tt0083658/,8.1,84.0,117,28000000.0,6150002.0,32868943.0,41458976.0,1982-06-25,R,Action Sci-Fi Thriller,USA
682,Guardians of the Galaxy (2014),http://www.imdb.com/title/tt2015381/,8.0,76.0,121,170000000.0,94320883.0,333176600.0,772776600.0,2014-08-01,PG-13,Action Adventure Comedy,USA
684,Prometheus (2012),http://www.imdb.com/title/tt1446714/,7.0,64.0,124,130000000.0,51050101.0,126477084.0,403354469.0,2012-06-08,R,Adventure Mystery Sci-Fi,USA
686,Rise of the Planet of the Apes (2011),http://www.imdb.com/title/tt1318514/,7.6,68.0,105,93000000.0,54806191.0,176760185.0,481800873.0,2011-08-05,PG-13,Action Drama Sci-Fi,USA
688,Star Trek (2009),http://www.imdb.com/title/tt0796366/,7.9,82.0,127,150000000.0,75204289.0,257730019.0,385680446.0,2009-05-08,PG-13,Action Adventure Sci-Fi,USA
690,Gremlins (1984),http://www.imdb.com/title/tt0087363/,7.3,70.0,106,11000000.0,12511634.0,153083102.0,153334030.0,1984-06-08,PG,Comedy Fantasy Horror,USA
692,Dumb and Dumber (1994),http://www.imdb.com/title/tt0109686/,7.3,41.0,107,17000000.0,16363442.0,127175374.0,247275374.0,1994-12-16,PG-13,Comedy,USA
694,Despicable Me (2010),http://www.imdb.com/title/tt1323594/,7.6,72.0,95,69000000.0,56397125.0,251513985.0,543113985.0,2010-07-09,PG,Animation Comedy Family,USA
696,Kingsman: The Secret Service (2014),http://www.imdb.com/title/tt2802144/,7.7,60.0,129,81000000.0,36206331.0,128261724.0,414351546.0,2015-02-13,R,Action Adventure Comedy,UK
698,The Maze Runner (2014),http://www.imdb.com/title/tt1790864/,6.8,57.0,113,34000000.0,32512804.0,102427862.0,348319861.0,2014-09-19,PG-13,Action Mystery Sci-Fi,USA
700,Paddington (2014),http://www.imdb.com/title/tt1109624/,7.2,77.0,95,55000000.0,18966676.0,76271832.0,282839394.0,2015-01-16,PG,Adventure Comedy Family,UK
702,Hotel Transylvania (2012),http://www.imdb.com/title/tt0837562/,7.1,47.0,91,85000000.0,42522194.0,148313048.0,358375603.0,2012-09-28,PG,Animation Comedy Family,USA
704,Mamma Mia! (2008),http://www.imdb.com/title/tt0795421/,6.4,51.0,108,52000000.0,27751240.0,144169664.0,609896805.0,2008-07-18,PG-13,Comedy Musical Romance,USA
706,The Incredibles (2004),http://www.imdb.com/title/tt0317705/,8.0,90.0,115,92000000.0,70467623.0,261441092.0,631606713.0,2004-11-05,PG,Animation Action Adventure,USA
708,Wreck-It Ralph (2012),http://www.imdb.com/title/tt1772341/,7.7,72.0,101,165000000.0,49038712.0,189422889.0,471222889.0,2012-11-02,PG,Animation Adventure Comedy,USA
710,Johnny English (2003),http://www.imdb.com/title/tt0274166/,6.2,51.0,89,40000000.0,9134085.0,28082366.0,160466000.0,2003-07-18,PG,Action Adventure Comedy,UK
712,Cars (2006),http://www.imdb.com/title/tt0317219/,7.1,73.0,117,120000000.0,60119509.0,244082982.0,461983149.0,2006-06-09,G,Animation Comedy Family,USA
714,Happy Death Day (2017),http://www.imdb.com/title/tt5308322/,6.5,58.0,96,4800000.0,26039025.0,55683845.0,125479266.0,2017-10-13,PG-13,Horror Mystery Thriller,USA
716,Mission: Impossible (1996),http://www.imdb.com/title/tt0117060/,7.1,59.0,110,80000000.0,45436830.0,180981856.0,457731198.0,1996-05-22,PG-13,Action Adventure Thriller,USA
718,Mission: Impossible III (2006),http://www.imdb.com/title/tt0317919/,6.9,66.0,126,150000000.0,47743273.0,134029801.0,398479497.0,2006-05-05,PG-13,Action Adventure Thriller,USA
720,Mission: Impossible - Rogue Nation (2015),http://www.imdb.com/title/tt2381249/,7.4,75.0,131,150000000.0,55520089.0,195042377.0,682714267.0,2015-07-31,PG-13,Action Adventure Thriller,USA
722,The Secret Life of Pets (2016),http://www.imdb.com/title/tt2709768/,6.5,61.0,87,75000000.0,104352905.0,368384330.0,875457937.0,2016-07-08,PG,Animation Adventure Comedy,USA
724,A Dog's Purpose (2017),http://www.imdb.com/title/tt1753383/,7.2,43.0,100,22000000.0,18222810.0,64508620.0,205736628.0,2017-01-27,PG,Adventure Comedy Drama,USA
726,John Wick (2014),http://www.imdb.com/title/tt2911666/,7.4,68.0,101,20000000.0,14415922.0,43037835.0,86013056.0,2014-10-24,R,Action Crime Thriller,USA
728,Spider-Man: Homecoming (2017),http://www.imdb.com/title/tt2250912/,7.4,73.0,133,175000000.0,117027503.0,334201140.0,880166924.0,2017-07-07,PG-13,Action Adventure Sci-Fi,USA
730,El Mariachi (1992),http://www.imdb.com/title/tt0104815/,6.9,73.0,81,208000.0,312528.0,2040920.0,2040920.0,1993-02-26,R,Action Crime Thriller,Mexico
732,Sin City (2005),http://www.imdb.com/title/tt0401792/,8.0,74.0,124,40000000.0,28100000.0,74103820.0,158733820.0,2005-04-01,R,Crime Thriller,USA
734,How to Train Your Dragon (2010),http://www.imdb.com/title/tt0892769/,8.1,75.0,98,165000000.0,43732319.0,217581231.0,494878759.0,2010-03-26,PG,Animation Action Adventure,USA
736,Toy Story (1995),http://www.imdb.com/title/tt0114709/,8.3,95.0,81,30000000.0,29140617.0,222498679.0,404265438.0,1995-11-22,G,Animation Adventure Comedy,USA
738,Toy Story 3 (2010),http://www.imdb.com/title/tt0435761/,8.3,92.0,103,200000000.0,110307189.0,415004880.0,1066969703.0,2010-06-18,G,Animation Adventure Comedy,USA
740,Annabelle (2014),http://www.imdb.com/title/tt3322940/,5.4,37.0,99,6500000.0,37134255.0,84273813.0,257047661.0,2014-10-03,R,Horror Mystery Thriller,USA
742,The Conjuring (2013),http://www.imdb.com/title/tt1457767/,7.5,68.0,112,20000000.0,41855326.0,137400141.0,319494638.0,2013-07-19,R,Horror Mystery Thriller,USA
744,Angry Birds (2016),http://www.imdb.com/title/tt7069210/,6.3,43.0,97,73000000.0,38155177.0,107509366.0,352333929.0,2016-05-20,PG,Animation Action Adventure,Finland
746,It (2017),http://www.imdb.com/title/tt6095472/,7.3,69.0,135,35000000.0,123403419.0,328828874.0,701796444.0,2017-09-08,R,Horror,Canada
748,Zombieland (2009),http://www.imdb.com/title/tt7349950/,7.6,73.0,88,23600000.0,24733155.0,75590286.0,102392080.0,2009-10-02,R,Adventure Comedy Fantasy,USA
750,The Shining (1980),http://www.imdb.com/title/tt1560220/,8.4,66.0,144,19000000.0,622337.0,45332952.0,46220969.0,1980-06-13,R,Drama Horror,UK
752,Dogville (2003),http://www.imdb.com/title/tt5606664/,8.0,60.0,178,10000000.0,88855.0,1535286.0,16689283.0,2004-04-23,R,Crime Drama,Denmark
754,Dr. No (1962),http://www.imdb.com/title/tt0342735/,7.2,78.0,110,1100000.0,,16067035.0,16067035.0,2062-10-10,PG,Action Adventure Thriller,UK
756,Goldfinger (1964),http://www.imdb.com/title/tt0058150/,7.7,87.0,110,3000000.0,,51081062.0,51158864.0,2065-01-09,PG,Action Adventure Thriller,UK
758,You Only Live Twice (1967),http://www.imdb.com/title/tt0062512/,6.9,61.0,117,9500000.0,,43084787.0,43084787.0,2067-06-13,PG,Action Adventure Thriller,UK
760,On Her Majesty's Secret Service (1969),http://www.imdb.com/title/tt0064757/,6.7,61.0,142,7000000.0,,22774493.0,22787885.0,1969-12-19,PG,Action Adventure Thriller,UK
762,Live and Let Die (1973),http://www.imdb.com/title/tt0070328/,6.8,55.0,121,7000000.0,,35377836.0,35377836.0,1973-06-27,PG,Action Adventure Thriller,UK
764,The Spy Who Loved Me (1977),http://www.imdb.com/title/tt0076752/,7.1,55.0,125,14000000.0,,46838673.0,46838673.0,1977-08-03,PG,Action Adventure Thriller,UK
766,For Your Eyes Only (1981),http://www.imdb.com/title/tt0082398/,6.8,54.0,127,28000000.0,6834967.0,54812802.0,54812802.0,1981-06-26,PG,Action Adventure Thriller,UK
768,Never Say Never Again (1983),http://www.imdb.com/title/tt0086006/,6.2,68.0,134,36000000.0,10958157.0,55432841.0,55432841.0,1983-10-07,PG,Action Adventure Thriller,UK
770,The Living Daylights (1987),http://www.imdb.com/title/tt0093428/,6.7,60.0,130,40000000.0,11051284.0,51185897.0,51185897.0,1987-07-31,PG,Action Adventure Thriller,UK
772,GoldenEye (1995),http://www.imdb.com/title/tt0113189/,7.2,65.0,130,60000000.0,26205007.0,106429941.0,352194034.0,1995-11-17,PG-13,Action Adventure Thriller,UK
774,The World Is Not Enough (1999),http://www.imdb.com/title/tt0143145/,6.4,57.0,128,135000000.0,35519007.0,126943684.0,361832400.0,1999-11-19,PG-13,Action Adventure Thriller,UK
776,Casino Royale (2006),http://www.imdb.com/title/tt0381061/,8.0,80.0,144,150000000.0,40833156.0,167445960.0,616501619.0,2006-11-17,PG-13,Action Adventure Thriller,UK
